EmployeeNumber:int,EducationField:string,JobInvolvement:string,JobLevel:int,JobRole:string,BusinessTravel:string,Department:string,Attrition:string,DailyRate:int
1507,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,467
1509,Medical,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,271
1513,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,410
1514,Life Sciences,Low,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1083
1515,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,516
1516,Medical,High,3,Manager,Travel_Rarely,Research & Development,No,495
1520,Medical,High,4,Manager,Travel_Frequently,Research & Development,No,1050
1522,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,224
1523,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,136
1525,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1089
1527,Life Sciences,High,4,Manager,Travel_Rarely,Sales,No,228
1529,Life Sciences,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1029
1533,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,507
1534,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,676
1535,Technical Degree,Medium,3,Sales Executive,Travel_Rarely,Sales,No,971
1537,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,561
1539,Medical,Low,4,Research Director,Travel_Frequently,Research & Development,No,333
1541,Technical Degree,High,1,Sales Representative,Travel_Rarely,Sales,No,1440
1542,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1210
1543,Medical,High,2,Research Scientist,Travel_Rarely,Research & Development,No,674
1544,Other,Low,2,Healthcare Representative,Travel_Rarely,Research & Development,No,441
1545,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,575
1546,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,950
1547,Life Sciences,High,3,Healthcare Representative,Travel_Frequently,Research & Development,No,288
1548,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1342
1549,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,589
1550,Medical,High,4,Manager,Travel_Rarely,Human Resources,No,898
1551,Technical Degree,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,350
1552,Life Sciences,High,2,Healthcare Representative,Non-Travel,Research & Development,No,1142
1553,Technical Degree,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,538
1554,Life Sciences,Medium,1,Sales Representative,Travel_Rarely,Sales,No,1402
1555,Life Sciences,Medium,2,Research Scientist,Travel_Rarely,Research & Development,No,824
1556,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,1157
1557,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,492
1558,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,598
1560,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1242
1562,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,740
1563,Human Resources,High,2,Human Resources,Travel_Frequently,Human Resources,No,888
1564,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,992
1568,Technical Degree,High,3,Sales Executive,Travel_Rarely,Sales,No,1288
1569,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,104
1572,Technical Degree,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,Yes,607
1573,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,Yes,903
1574,Technical Degree,High,2,Research Scientist,Non-Travel,Research & Development,No,1200
1576,Other,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1108
1577,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,479
1578,Marketing,Medium,5,Manager,Travel_Rarely,Sales,No,685
1580,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,1351
1581,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,474
1582,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1245
1583,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,437
1585,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,884
1586,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1370
1587,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,670
1588,Medical,Very High,3,Sales Executive,Travel_Rarely,Sales,No,1462
1590,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,995
1591,Marketing,High,5,Manager,Travel_Rarely,Sales,No,264
1592,Technical Degree,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,977
1594,Life Sciences,Very High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,1302
1595,Other,Medium,5,Manager,Travel_Rarely,Research & Development,No,1059
1596,Life Sciences,Very High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,750
1597,Technical Degree,Medium,2,Healthcare Representative,Travel_Frequently,Research & Development,No,653
1598,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,118
1599,Technical Degree,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,990
1601,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1349
1602,Life Sciences,Very High,4,Manager,Travel_Rarely,Sales,No,563
1604,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,329
1605,Other,Medium,1,Research Scientist,Non-Travel,Research & Development,No,457
1606,Medical,High,4,Healthcare Representative,Travel_Frequently,Research & Development,No,1234
1607,Other,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,634
1608,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,1313
1609,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,241
1611,Medical,Low,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1015
1612,Marketing,Medium,2,Sales Executive,Non-Travel,Sales,No,336
1613,Other,High,2,Sales Executive,Travel_Frequently,Sales,No,715
1614,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,559
1615,Life Sciences,Very High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,426
1617,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,722
1618,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1387
1619,Other,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1302
1621,Life Sciences,Very High,2,Research Scientist,Travel_Rarely,Research & Development,No,819
1622,Medical,Low,2,Manufacturing Director,Travel_Rarely,Research & Development,No,580
1623,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,546
1624,Medical,High,1,Sales Representative,Travel_Frequently,Sales,Yes,544
1625,Life Sciences,High,5,Manager,Travel_Rarely,Human Resources,No,1176
1627,Medical,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,170
1628,Life Sciences,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,884
1630,Life Sciences,High,2,Healthcare Representative,Non-Travel,Research & Development,No,208
1631,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,671
1633,Medical,High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,711
1635,Other,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1329
1638,Medical,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,397
1639,Medical,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,737
1640,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1470
1641,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,448
1642,Human Resources,High,2,Human Resources,Travel_Frequently,Human Resources,No,602
1644,Medical,Medium,4,Manager,Travel_Frequently,Research & Development,No,365
1645,Medical,Low,2,Sales Executive,Travel_Rarely,Sales,Yes,763
1646,Technical Degree,High,1,Research Scientist,Travel_Frequently,Research & Development,No,567
1647,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,486
1648,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,591
1649,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1329
1650,Medical,Medium,2,Sales Executive,Travel_Rarely,Sales,No,469
1651,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,711
1653,Life Sciences,Very High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,772
1654,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,492
1655,Other,High,4,Research Director,Travel_Rarely,Research & Development,No,301
1656,Life Sciences,Medium,3,Research Director,Travel_Rarely,Research & Development,No,813
1657,Medical,High,1,Sales Representative,Travel_Rarely,Sales,No,1141
1658,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,1130
1659,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,311
1661,Life Sciences,Medium,4,Healthcare Representative,Travel_Rarely,Research & Development,No,465
1662,Medical,Medium,2,Manufacturing Director,Non-Travel,Research & Development,No,894
1664,Life Sciences,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1040
1665,Medical,High,4,Manager,Travel_Rarely,Research & Development,No,584
1666,Life Sciences,Medium,4,Research Director,Travel_Rarely,Research & Development,No,1291
1667,Other,High,2,Sales Executive,Travel_Frequently,Sales,Yes,880
1668,Life Sciences,High,2,Research Scientist,Travel_Frequently,Research & Development,No,1189
1669,Medical,Medium,2,Sales Executive,Travel_Rarely,Sales,No,991
1670,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,392
1671,Medical,High,2,Research Scientist,Travel_Rarely,Research & Development,No,977
1673,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1112
1674,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,464
1675,Medical,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,148
1676,Life Sciences,Very High,4,Manager,Travel_Rarely,Sales,No,1225
1677,Life Sciences,High,4,Manager,Travel_Rarely,Research & Development,No,809
1678,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,No,1206
1680,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,727
1681,Life Sciences,High,2,Sales Executive,Non-Travel,Sales,No,530
1682,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1351
1683,Life Sciences,High,1,Human Resources,Travel_Rarely,Human Resources,No,528
1684,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1320
1687,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1495
1689,Medical,Very High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1395
1691,Medical,High,1,Sales Representative,Travel_Frequently,Sales,Yes,708
1692,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1259
1693,Medical,High,1,Laboratory Technician,Non-Travel,Research & Development,No,786
1694,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1441
1696,Medical,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1157
1697,Medical,Low,3,Healthcare Representative,Travel_Rarely,Research & Development,No,370
1698,Medical,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,267
1700,Medical,Low,2,Sales Executive,Travel_Frequently,Sales,No,1278
1701,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,678
1702,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,Yes,427
1703,Life Sciences,Very High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,921
1704,Medical,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,146
1706,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1179
1707,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,581
1708,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,918
1709,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1082
1710,Life Sciences,High,2,Sales Representative,Travel_Rarely,Sales,No,530
1712,Life Sciences,Medium,3,Healthcare Representative,Non-Travel,Research & Development,No,1238
1714,Human Resources,Low,1,Human Resources,Travel_Rarely,Human Resources,Yes,240
1716,Life Sciences,Low,4,Sales Executive,Travel_Frequently,Sales,Yes,1093
1718,Medical,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,390
1719,Technical Degree,Medium,4,Research Director,Travel_Rarely,Research & Development,No,1005
1720,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,No,585
1721,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,741
1722,Human Resources,Low,2,Human Resources,Non-Travel,Human Resources,No,552
1724,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,369
1725,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,506
1727,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,717
1728,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1370
1729,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,793
1731,Marketing,High,2,Sales Executive,Non-Travel,Sales,No,543
1732,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,No,1277
1733,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,1456
1734,Life Sciences,Low,2,Sales Executive,Travel_Rarely,Sales,Yes,964
1735,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,160
1736,Technical Degree,High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,163
1737,Life Sciences,High,2,Laboratory Technician,Non-Travel,Research & Development,No,792
1739,Life Sciences,Low,3,Sales Executive,Travel_Rarely,Sales,No,371
1740,Medical,High,5,Manager,Travel_Rarely,Sales,No,611
1744,Life Sciences,Low,3,Human Resources,Travel_Rarely,Human Resources,No,176
1745,Technical Degree,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,1312
1746,Medical,High,1,Human Resources,Travel_Frequently,Human Resources,No,897
1747,Human Resources,Medium,1,Human Resources,Travel_Frequently,Human Resources,Yes,600
1749,Technical Degree,High,2,Sales Executive,Travel_Rarely,Sales,No,1003
1751,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1054
1752,Marketing,Low,1,Sales Representative,Travel_Rarely,Sales,Yes,428
1753,Life Sciences,Very High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,461
1754,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,979
1755,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,181
1756,Marketing,High,2,Sales Executive,Non-Travel,Sales,No,1283
1757,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1313
1758,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,Yes,211
1760,Medical,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,594
1761,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1079
1762,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,590
1763,Life Sciences,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,305
1764,Technical Degree,High,1,Research Scientist,Non-Travel,Research & Development,No,953
1766,Medical,Low,2,Healthcare Representative,Travel_Rarely,Research & Development,No,833
1767,Technical Degree,Medium,1,Research Scientist,Travel_Frequently,Research & Development,Yes,807
1768,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,855
1770,Medical,Medium,5,Research Director,Travel_Rarely,Research & Development,No,478
1771,Technical Degree,High,2,Research Scientist,Non-Travel,Research & Development,No,775
1772,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,548
1774,Life Sciences,High,2,Sales Executive,Non-Travel,Sales,No,1375
1775,Medical,Medium,4,Manufacturing Director,Non-Travel,Research & Development,No,661
1778,Life Sciences,High,1,Human Resources,Travel_Rarely,Human Resources,No,244
1779,Life Sciences,Low,2,Sales Executive,Travel_Rarely,Sales,No,511
1780,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,Yes,337
1782,Other,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1153
1783,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1294
1784,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,196
1786,Technical Degree,High,3,Manager,Travel_Rarely,Research & Development,No,942
1787,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,589
1789,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,734
1790,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1383
1792,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,429
1794,Other,High,2,Human Resources,Travel_Rarely,Human Resources,No,1239
1797,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,Yes,303
1798,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,867
1799,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1181
1800,Medical,High,3,Research Director,Travel_Rarely,Research & Development,No,1253
1801,Life Sciences,Medium,2,Sales Executive,Non-Travel,Sales,No,849
1802,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,616
1803,Medical,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1128
1804,Medical,High,2,Manufacturing Director,Non-Travel,Research & Development,No,1180
1805,Human Resources,High,1,Human Resources,Non-Travel,Human Resources,No,1336
1807,Life Sciences,High,2,Laboratory Technician,Travel_Frequently,Research & Development,Yes,234
1809,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,Yes,370
1812,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,766
1813,Life Sciences,High,1,Research Scientist,Non-Travel,Research & Development,No,343
1814,Life Sciences,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,447
1815,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,796
1816,Medical,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1092
1818,Medical,High,1,Human Resources,Travel_Rarely,Human Resources,Yes,920
1821,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,Yes,261
1822,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1194
1823,Technical Degree,Very High,2,Sales Executive,Travel_Rarely,Sales,No,810
1824,Medical,High,4,Manager,Non-Travel,Sales,No,350
1826,Medical,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,185
1827,Life Sciences,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1001
1829,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,750
1830,Medical,High,2,Research Scientist,Travel_Rarely,Research & Development,No,431
1833,Marketing,High,3,Sales Executive,Travel_Frequently,Sales,No,1125
1834,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1217
1835,Marketing,Low,2,Sales Representative,Travel_Rarely,Sales,No,723
1836,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,572
1837,Life Sciences,High,4,Research Director,Travel_Frequently,Research & Development,No,1216
1839,Medical,High,1,Research Scientist,Non-Travel,Research & Development,No,1431
1842,Human Resources,Very High,1,Human Resources,Travel_Rarely,Human Resources,Yes,359
1844,Human Resources,Medium,1,Human Resources,Travel_Rarely,Human Resources,Yes,350
1845,Life Sciences,High,2,Sales Executive,Non-Travel,Sales,No,589
1847,Other,High,2,Research Scientist,Travel_Rarely,Research & Development,No,430
1849,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,1422
1850,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,1297
1852,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,574
1853,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,No,1318
1854,Technical Degree,High,1,Research Scientist,Non-Travel,Research & Development,No,355
1856,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,207
1857,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,706
1858,Life Sciences,High,1,Human Resources,Non-Travel,Human Resources,No,280
1859,Life Sciences,Low,2,Healthcare Representative,Travel_Rarely,Research & Development,No,726
1860,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1142
1862,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,414
1863,Technical Degree,Very High,4,Sales Executive,Travel_Rarely,Sales,No,1319
1864,Medical,Medium,2,Sales Representative,Travel_Rarely,Sales,No,728
1865,Medical,Medium,1,Human Resources,Travel_Rarely,Human Resources,No,352
1866,Medical,Medium,5,Manager,Travel_Rarely,Research & Development,No,823
1867,Life Sciences,Medium,5,Research Director,Travel_Rarely,Research & Development,No,1224
1868,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,Yes,459
1869,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1254
1870,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,1131
1871,Other,High,2,Research Scientist,Travel_Rarely,Research & Development,No,835
1873,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,836
1875,Medical,High,1,Sales Representative,Travel_Rarely,Sales,No,1172
1876,Medical,High,1,Sales Representative,Travel_Rarely,Sales,Yes,945
1878,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,391
1880,Technical Degree,Medium,2,Sales Executive,Travel_Rarely,Sales,No,1266
1881,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,311
1882,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,No,1480
1883,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,592
1885,Medical,High,2,Research Scientist,Travel_Rarely,Research & Development,No,783
1886,Other,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,219
1888,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,556
1890,Human Resources,Medium,2,Human Resources,Travel_Frequently,Human Resources,No,1213
1892,Life Sciences,High,4,Manager,Travel_Rarely,Research & Development,No,1137
1893,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,482
1898,Medical,Very High,2,Sales Executive,Travel_Rarely,Sales,No,511
1900,Medical,High,4,Manager,Travel_Frequently,Research & Development,No,117
1903,Life Sciences,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,170
1905,Technical Degree,Low,1,Research Scientist,Non-Travel,Research & Development,Yes,967
1907,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1162
1908,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,335
1909,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,337
1911,Medical,High,3,Research Director,Travel_Rarely,Research & Development,No,1396
1912,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1079
1915,Medical,Medium,2,Sales Executive,Travel_Rarely,Sales,No,735
1916,Medical,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,471
1918,Other,Very High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,1096
1922,Medical,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,1297
1924,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,217
1927,Life Sciences,Medium,2,Sales Executive,Travel_Frequently,Sales,No,783
1928,Technical Degree,Very High,1,Sales Representative,Travel_Frequently,Sales,Yes,746
1929,Life Sciences,Low,2,Sales Executive,Non-Travel,Sales,No,1251
1931,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1354
1932,Other,Medium,2,Research Scientist,Travel_Frequently,Research & Development,No,735
1933,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,Yes,1475
1934,Technical Degree,High,2,Research Scientist,Non-Travel,Research & Development,No,1169
1935,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,1443
1936,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,867
1937,Medical,Medium,2,Research Scientist,Travel_Frequently,Research & Development,No,1394
1938,Life Sciences,High,4,Manager,Travel_Rarely,Sales,No,605
1939,Life Sciences,Very High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,238
1940,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1206
1941,Life Sciences,High,5,Research Director,Travel_Frequently,Research & Development,No,1064
1943,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,419
1944,Human Resources,Medium,1,Human Resources,Travel_Frequently,Human Resources,Yes,1337
1945,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,682
1947,Medical,High,1,Research Scientist,Non-Travel,Research & Development,No,1103
1948,Medical,High,1,Research Scientist,Non-Travel,Research & Development,No,976
1949,Life Sciences,Very High,1,Laboratory Technician,Non-Travel,Research & Development,No,1351
1950,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,937
1951,Medical,High,3,Sales Executive,Travel_Rarely,Sales,No,1239
1952,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,157
1954,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,136
1955,Medical,High,2,Healthcare Representative,Non-Travel,Research & Development,No,1146
1956,Life Sciences,Low,2,Research Scientist,Travel_Frequently,Research & Development,No,1125
1960,Technical Degree,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1404
1961,Life Sciences,Medium,1,Sales Representative,Travel_Rarely,Sales,No,1404
1962,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1224
1965,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,954
1966,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1373
1967,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,Yes,754
1968,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1168
1969,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,155
1970,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,1303
1971,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,574
1972,Other,High,1,Human Resources,Travel_Frequently,Human Resources,No,1444
1973,Human Resources,Very High,5,Manager,Travel_Rarely,Human Resources,No,189
1974,Medical,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1276
1975,Marketing,High,4,Sales Executive,Travel_Rarely,Sales,No,119
1976,Life Sciences,Medium,2,Research Scientist,Non-Travel,Research & Development,No,335
1979,Medical,High,3,Research Director,Non-Travel,Research & Development,No,697
1980,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,157
1981,Life Sciences,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,771
1982,Other,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,571
1985,Technical Degree,High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,692
1986,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,444
1987,Human Resources,High,1,Human Resources,Travel_Rarely,Human Resources,No,309
1989,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,911
1992,Other,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,977
1993,Medical,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1180
1994,Medical,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,1313
1995,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1321
1996,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,1154
1997,Life Sciences,Medium,2,Manufacturing Director,Travel_Frequently,Research & Development,No,508
1998,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,557
1999,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,642
