Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
40,No,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,1,1628,Low,Female,80,Medium,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,Excellent,Very High,80,2,18,2,Better,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,Master,Life Sciences,1,1630,High,Female,52,High,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,Excellent,Very High,80,1,15,5,Better,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,1,1631,High,Male,85,High,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,Excellent,Low,80,3,9,2,Good,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,1,1633,Low,Female,81,High,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,Excellent,Very High,80,0,10,2,Bad,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,College,Other,1,1635,Very High,Female,59,Medium,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,Excellent,Low,80,2,10,3,Better,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,College,Medical,1,1638,Very High,Female,54,Medium,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,Excellent,Very High,80,1,10,6,Best,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,1,1639,Very High,Male,55,Medium,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,Excellent,High,80,0,15,3,Better,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,1,1640,Medium,Female,71,High,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,Excellent,Low,80,1,8,2,Bad,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,1,1641,High,Female,84,High,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,Excellent,Very High,80,0,18,2,Good,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,1,1642,Low,Male,37,High,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,Excellent,High,80,0,14,3,Better,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,Doctor,Medical,1,1644,High,Male,89,Medium,4,Manager,4,Married,15202,5602,2,Y,No,25,Outstanding,Medium,80,1,23,3,Better,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,College,Medical,1,1645,Low,Male,59,Low,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,Excellent,Very High,80,2,7,2,Good,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,1,1646,Low,Female,32,High,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,Excellent,High,80,0,6,2,Better,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,1,1647,Medium,Female,86,Very High,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,Excellent,Low,80,0,5,0,Better,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,1,1648,Very High,Male,87,High,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,Excellent,High,80,0,6,0,Good,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1649,Low,Male,73,High,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,Excellent,Medium,80,0,10,3,Bad,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,Bachelor,Medical,1,1650,High,Male,42,Medium,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,Excellent,High,80,0,8,2,Better,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,1,1651,Medium,Female,42,High,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,Excellent,High,80,2,9,6,Better,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,1,1653,Very High,Male,77,Very High,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,Excellent,High,80,2,7,6,Better,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,1,1654,Very High,Male,66,High,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,Outstanding,High,80,0,7,3,Better,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,Master,Other,1,1655,Low,Female,72,High,4,Research Director,2,Married,16413,3498,3,Y,No,16,Excellent,Medium,80,2,27,2,Better,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,1,1656,Very High,Female,50,Medium,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,Excellent,High,80,3,19,3,Better,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1,1657,High,Female,31,High,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,Excellent,Low,80,0,2,3,Better,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,1,1658,Very High,Female,66,High,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,Excellent,High,80,1,11,2,Better,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,1,1659,Low,Male,77,High,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,Excellent,High,80,0,15,4,Better,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,1,1661,High,Female,41,Medium,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,Excellent,Medium,80,1,30,3,Better,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,Master,Medical,1,1662,Very High,Female,33,Medium,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,Excellent,High,80,0,4,6,Better,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1,1664,Very High,Male,79,Very High,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,Outstanding,Low,80,1,13,3,Better,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,Doctor,Medical,1,1665,Medium,Female,91,High,4,Manager,3,Married,17426,18685,3,Y,No,25,Outstanding,High,80,1,36,6,Better,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1,1666,High,Male,65,Medium,4,Research Director,3,Married,17603,3525,1,Y,No,24,Outstanding,Low,80,1,14,3,Better,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1,1667,Very High,Male,36,High,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,Outstanding,Low,80,0,13,2,Best,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1,1668,Very High,Male,90,High,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,Excellent,Very High,80,2,19,4,Best,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,1,1669,Low,Male,43,Medium,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,Excellent,Medium,80,1,10,3,Good,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,Master,Medical,1,1670,Very High,Male,93,High,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,Excellent,High,80,2,6,5,Better,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,1,1671,Very High,Male,45,High,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,Excellent,High,80,2,10,4,Good,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1,1673,Low,Female,67,High,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,Excellent,Low,80,2,10,2,Better,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,1,1674,Very High,Female,74,High,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,Excellent,Medium,80,1,17,2,Good,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,1,1675,Very High,Female,42,Medium,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,Outstanding,Medium,80,0,4,3,Better,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,1,1676,Medium,Female,47,Very High,4,Manager,2,Divorced,15972,21086,6,Y,No,14,Excellent,High,80,3,29,2,Better,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,1,1677,High,Male,36,High,4,Manager,3,Single,15379,22384,4,Y,No,14,Excellent,Low,80,0,23,2,Better,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,1,1678,Very High,Male,80,High,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,Excellent,Very High,80,0,21,2,Better,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1,1680,Very High,Male,54,High,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,Excellent,Low,80,0,2,3,Better,2,2,0,2
33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1,1681,High,Female,36,High,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,Outstanding,High,80,1,7,2,Better,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1,1682,Low,Male,80,High,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,Excellent,Medium,80,2,10,2,Good,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1,1683,High,Female,44,High,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,Excellent,Low,80,3,8,2,Better,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1,1684,Very High,Male,93,Medium,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,Excellent,Low,80,0,5,2,Better,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,1,1687,Very High,Female,87,High,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,Excellent,Very High,80,1,7,5,Good,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,1,1689,Medium,Male,48,Very High,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,Excellent,High,80,0,11,2,Better,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1,1691,Very High,Female,95,High,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,Excellent,High,80,2,19,3,Better,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1,1692,Very High,Male,95,High,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,Excellent,Low,80,0,1,2,Better,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,1,1693,Very High,Male,76,High,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,Outstanding,High,80,0,7,5,Better,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,1,1694,Low,Male,94,Medium,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,Excellent,Very High,80,1,8,1,Better,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,1,1696,Medium,Male,57,Medium,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,Excellent,High,80,1,15,3,Best,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,1,1697,High,Male,92,Low,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,Outstanding,High,80,1,19,2,Best,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,1,1698,Medium,Male,79,Very High,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,Excellent,Very High,80,3,14,6,Better,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,Master,Medical,1,1700,High,Male,31,Low,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,Excellent,High,80,2,6,2,Good,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,1,1701,Medium,Female,35,Medium,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,Excellent,Medium,80,0,10,3,Better,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,1702,High,Male,99,High,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,Outstanding,Medium,80,1,3,2,Better,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1,1703,High,Female,96,Very High,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,Excellent,Medium,80,1,9,2,Better,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,1,1704,Low,Male,79,Medium,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,Excellent,High,80,0,6,2,Best,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1,1706,Very High,Male,73,High,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,Excellent,Low,80,1,10,3,Better,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1,1707,High,Male,62,Very High,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,Excellent,Very High,80,1,5,1,Better,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1,1708,Very High,Male,35,High,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,Excellent,Medium,80,0,10,3,Better,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,1,1709,Very High,Female,43,High,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,Excellent,High,80,1,9,2,Better,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,1710,High,Female,51,High,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,Excellent,High,80,0,17,2,Good,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1,1712,High,Male,74,Medium,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,Outstanding,Very High,80,1,25,3,Good,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1,1714,Very High,Male,58,Low,1,Human Resources,3,Married,1555,11585,1,Y,No,11,Excellent,High,80,1,1,2,Better,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1,1716,High,Male,82,Low,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,Excellent,High,80,0,25,3,Bad,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,1,1718,Very High,Male,62,Low,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,Excellent,High,80,3,3,3,Best,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1,1719,Very High,Female,48,Medium,4,Research Director,2,Single,16704,17119,1,Y,No,11,Excellent,High,80,0,21,2,Better,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,1,1720,Low,Male,56,High,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,Excellent,Low,80,1,10,3,Good,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,1,1721,Medium,Male,69,High,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,Excellent,Very High,80,1,6,2,Best,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1,1722,High,Male,60,Low,2,Human Resources,2,Married,6430,20794,6,Y,No,19,Excellent,Medium,80,1,10,4,Better,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1,1724,Medium,Female,92,High,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,Excellent,Medium,80,1,18,3,Better,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,1,1725,Medium,Male,91,High,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,Excellent,Medium,80,3,6,2,Best,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1,1727,High,Male,34,High,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,Excellent,Very High,80,0,19,3,Better,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,1,1728,Very High,Male,49,High,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,Excellent,Medium,80,1,17,3,Better,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1,1729,Medium,Male,33,High,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,Excellent,Medium,80,1,10,2,Good,10,0,0,8
47,No,Non-Travel,543,Sales,2,Master,Marketing,1,1731,High,Male,87,High,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,Excellent,Very High,80,1,4,3,Bad,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1,1732,High,Male,74,High,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,Excellent,Medium,80,1,13,5,Good,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1,1733,Medium,Male,96,Medium,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,Excellent,Medium,80,3,16,3,Better,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,1,1734,Low,Male,34,Low,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,Excellent,Medium,80,0,10,2,Better,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,1,1735,High,Female,51,High,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,Excellent,High,80,0,3,3,Bad,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1,1736,Very High,Female,30,High,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,Outstanding,Very High,80,0,9,3,Good,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,1,1737,Very High,Male,77,High,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,Excellent,Very High,80,1,9,2,Better,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1,1739,Very High,Male,80,Low,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,Excellent,High,80,1,10,2,Bad,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,Master,Medical,1,1740,Medium,Male,88,High,5,Manager,2,Single,19833,4349,1,Y,No,14,Excellent,Medium,80,0,21,3,Good,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,1744,High,Female,56,Low,3,Human Resources,3,Married,9756,6595,4,Y,No,21,Outstanding,High,80,2,9,2,Best,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,1,1745,Very High,Female,78,Medium,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,Excellent,Very High,80,0,10,2,Better,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1,1746,Low,Male,59,High,1,Human Resources,4,Married,2145,2097,0,Y,No,14,Excellent,Very High,80,1,3,2,Better,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,1,1747,High,Female,66,Medium,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,Excellent,High,80,1,6,0,Good,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1,1749,Low,Male,51,High,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,Excellent,High,80,1,6,3,Better,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,1,1751,High,Female,67,High,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,Excellent,High,80,0,6,5,Good,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1,1752,Medium,Female,52,Low,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,Excellent,High,80,0,2,3,Better,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,1,1753,Very High,Male,70,Very High,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,Excellent,Very High,80,0,10,5,Best,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,College,Marketing,1,1754,High,Male,94,Medium,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,Excellent,Low,80,1,12,2,Better,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,1,1755,Very High,Male,97,Very High,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,Excellent,Low,80,3,6,3,Better,5,0,1,2
33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,1,1756,Very High,Female,62,High,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,Excellent,Very High,80,0,13,2,Good,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,1,1757,Very High,Female,80,High,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,Excellent,High,80,0,8,1,Best,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1,1758,Low,Female,74,High,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,Outstanding,High,80,0,11,2,Good,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,College,Medical,1,1760,High,Female,75,Medium,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,Excellent,Medium,80,1,9,4,Good,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,1,1761,Low,Male,70,High,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,Excellent,Low,80,3,10,2,Better,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,1,1762,Very High,Female,91,Medium,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,Excellent,High,80,1,1,2,Better,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,1,1763,High,Male,58,Very High,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,Excellent,High,80,1,10,3,Better,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,1,1764,Medium,Male,65,High,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,Excellent,Medium,80,0,12,3,Better,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,1,1766,Medium,Male,60,Low,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,Excellent,High,80,1,15,2,Better,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,1,1767,High,Male,38,Medium,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,Excellent,Very High,80,1,6,4,Better,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,1,1768,Medium,Male,57,High,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,Outstanding,Medium,80,3,7,6,Good,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,1,1770,High,Male,60,Medium,5,Research Director,1,Married,19038,19805,8,Y,No,12,Excellent,Medium,80,3,34,2,Better,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,1,1771,Very High,Male,90,High,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,Excellent,Very High,80,2,11,2,Good,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,1,1772,High,Male,94,High,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,Outstanding,Medium,80,2,5,2,Better,5,3,0,4
34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1,1774,Very High,Male,87,High,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,Excellent,High,80,1,15,3,Better,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,Master,Medical,1,1775,Low,Female,60,Medium,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,Outstanding,Very High,80,3,27,2,Good,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1,1778,Medium,Male,97,High,1,Human Resources,4,Single,3539,5033,0,Y,No,13,Excellent,Medium,80,0,10,5,Better,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,1,1779,Very High,Female,32,Low,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,Excellent,Low,80,0,6,3,Better,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,1,1780,Medium,Male,31,High,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,Excellent,Medium,80,0,1,3,Better,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,College,Other,1,1782,Very High,Female,40,Medium,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,Excellent,Medium,80,1,5,3,Better,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,1,1783,High,Female,79,High,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,Excellent,High,80,0,1,6,Better,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,Master,Marketing,1,1784,Low,Female,91,Medium,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,Excellent,Low,80,2,13,3,Better,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,1,1786,Low,Female,53,High,3,Manager,3,Married,13116,22984,2,Y,No,11,Excellent,Very High,80,0,15,2,Better,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,College,Marketing,1,1787,Medium,Male,46,Medium,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,Excellent,Low,80,2,5,2,Better,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,1,1789,High,Male,46,High,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,Excellent,High,80,1,24,3,Better,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1,1790,Very High,Male,90,High,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,Excellent,Very High,80,1,15,1,Better,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,1,1792,High,Male,99,High,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,Excellent,High,80,3,6,2,Good,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,College,Other,1,1794,High,Male,89,High,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,Excellent,High,80,0,19,4,Good,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1,1797,High,Male,84,High,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,Excellent,Very High,80,0,10,2,Better,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,1,1798,Very High,Male,90,Very High,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,Excellent,Medium,80,1,14,1,Better,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,1,1799,High,Male,82,High,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,Excellent,High,80,1,5,6,Best,5,3,0,3
